id,Comment,Classes,ner_text,ner_comments,Class_Value
271,despite time required get task done gave time extra effort see thing got done ,Very Poor,,,2
274,followed schedule adhered designated break advised ,Very Poor,,,2
275,worked together pull resource necessary data together helped taking task ,Very Poor,,,2
276,usual communicated openly team asked assistance necessary ,Very Poor,,,2
277,took initiative ask assistance ,Very Poor,,,2
278,took time listen reviewed performance ,Very Poor,,,2
279,noted embracing culture knowledge sharing research answered question ,Very Poor,,,2
281,effectively communicates ,Very Poor,,,2
282,haswillingness listen help learning ,Very Poor,,,2
283,hea great team player ,Very Poor,,,2
284,support others integrating fulfilling task ,Very Poor,,,2
286,gave team member opportunity teach wasgood learner ,Very Poor,,,2
287,relied upon team mate ,Very Poor,,,2
288,work best team ,Very Poor,,,2
289,delivers urgently necessary resource eas work better learning ,Very Poor,,,2
290,expertly prioritizes work ,Very Poor,,,2
291,exceeded expectation delivering assigned work ,Very Poor,,,2
292,make best use time ,Very Poor,,,2
293,expertly prioritizes work without getting tangled unnecessary detail ,Very Poor,,,2
294,need invest time experimenting learnt stick taught discussed internship session overall progress promising ,Very Poor,,,2
295,always willing learn new skill demonstrate practically ,Very Poor,,,2
296,first activity networking session great surveying exercise well diagramming quantifying bill needed network project ,Very Poor,first,first,2
297,active practical student paid clear attention demonstration wireless security administration availing device ,Very Poor,,,2
298,managed configure networking device first cisco packet tracer late shifted live machine configuration using putty software console cable configuration involved vlan vlan trunking inter vlan routing switch port security well eigrp acldo believe demonstrate configuration protocol well ,Very Poor,"first, inter vlan","first, inter vlan",2
299,designedmulti page wordpress site customized match assigned design requirement ,Very Poor,,,2
300,managed designwebsite using cm wordpress late hosting using 60 day free trial hosting service provided smarterasp netdo believe thorough domain registration web hosting ,Very Poor,60 day,60 day,2
301,demonstrated good knowledge understanding motherboard component troubleshooting motherboard problem ,Very Poor,,,2
302,waspublic holiday office yet open official duty ,Very Poor,,,2
303,muwanga ian active session operating system managed install window 10 enterprise window 8 professional well device driver ,Very Poor,"ian, 10, 8","ian, 10, 8",2
304,activity involved introductory usage o environment preparing installation included making bootable device dvd flash disk ,Very Poor,,,2
305,need learn manage time properly deliver assignment ,Very Poor,,,2
306,continues prove never failing deliver assignment ,Very Poor,,,2
307,wasquick understanding student class ,Very Poor,,,2
308,work well fellow intern asks understand always ready help others ,Very Poor,,,2
309,m angellawork attitude excellent given willingness learn handled task deligently ,Very Poor,,,2
